,Row ID,login name,condition1,condition2,student1,student2,student 3,class,Session Id,time first action,time last action,Time,Time Taken,Problem Name,Step Name,Attempt At Step,Outcome,Selection,Graph #,Method_Recognized_1_Copied,Method_Recognized_2_Copied,Action,Input,Next_Input,Feedback Text,CF(Method1),CF(Method2),CF(advice),CF(new1),CF(new2),CF(step1_1),CF(step1_2),CF(step1_3),CF(step1_4),CF(step1_5),CF(step1_6),CF(step1_7),CF(step1_8),CF(step2_1),CF(step2_2),CF(step2_3),CF(step2_4),CF(step2_5),CF(step2_6),CF(step2_7),CF(step2_8),Unnamed: 46,Unnamed: 47,Unnamed: 48,Input.1,Next_Input.1,Cleaned method 1,Cleaned method 2,cases,Time_seconds,Timeshifted,Duration
9316,ID19318,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:44:44,00:00:01,trampoline,button1_5 ButtonPressed,2.0,CORRECT,button1_5,1.0,st1 Count Count all none choose... 2 4 6 8 Use / + - Count 1 3 5,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 - Count 1 3 5,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2136.0,00:44:45,1.0
9317,ID19319,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:44:45,00:00:01,trampoline,button1_7 ButtonPressed,2.0,CORRECT,button1_7,1.0,st1 Count Count all none choose... 2 4 6 8 Use / + - Count 1 3 5 7,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 - Count 1 3 5 7,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2137.0,00:44:50,5.0
9318,ID19320,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:44:50,00:00:05,trampoline,button1_9 ButtonPressed,3.0,CORRECT,button1_9,1.0,st1 Count Count all none choose... 2 4 6 8 Use / + - Count 1 3 5 7 9,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Dormin Button,Use,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 - Count 1 3 5 7 9,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2142.0,00:45:16,26.0
9319,ID19321,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:45:16,00:00:26,trampoline,use1 ButtonPressed,24.0,CORRECT,use1,1.0,st1 Count Count all none choose... 2 4 6 8 Use / + - Count 1 3 5 7 9 Use,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Use,Delete step,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count Count choose... 2 4 6 8 - Count 1 3 5 7 9 ,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2168.0,00:45:24,8.0
9320,ID19322,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:45:24,00:00:08,trampoline,delete1 ButtonPressed,1.0,CORRECT,delete1,1.0,st1,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Delete step,Count,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2176.0,00:45:28,4.0
9321,ID19323,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:45:28,00:00:04,trampoline,function1 UpdateComboBox,27.0,CORRECT,function1,1.0,st1 Count,st1 Count 2 3 7 8 Use +  -,UpdateComboBox,Count,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2180.0,00:45:41,13.0
9322,ID19324,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:45:41,00:00:13,trampoline,button1_1 ButtonPressed,3.0,CORRECT,button1_1,1.0,st1 Count 1,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 1,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2193.0,00:45:43,2.0
9323,ID19325,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:45:43,00:00:02,trampoline,button1_3 ButtonPressed,3.0,CORRECT,button1_3,1.0,st1 Count 1 3,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 1 3,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2195.0,00:45:47,4.0
9324,ID19326,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:45:47,00:00:04,trampoline,button1_5 ButtonPressed,3.0,CORRECT,button1_5,1.0,st1 Count 1 3 5,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 1 3 5,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2199.0,00:46:16,29.0
9325,ID19327,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:46:16,00:00:29,trampoline,button1_7 ButtonPressed,3.0,CORRECT,button1_7,1.0,st1 Count 1 3 5 7,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 1 3 5 7,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2228.0,00:46:32,16.0
9326,ID19328,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:46:32,00:00:16,trampoline,button1_9 ButtonPressed,4.0,CORRECT,button1_9,1.0,st1 Count 1 3 5 7 9,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Dormin Button,Use,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 1 3 5 7 9,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2244.0,00:46:35,3.0
9327,ID19329,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:46:35,00:00:03,trampoline,use1 ButtonPressed,25.0,CORRECT,use1,1.0,st1 Count 1 3 5 7 9 Use,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Use,-,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 1 3 5 7 9 ,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2247.0,00:46:39,4.0
9328,ID19330,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:46:39,00:00:04,trampoline,operator1_1 UpdateComboBox,14.0,CORRECT,operator1_1,1.0,st1 Count 1 3 5 7 9 Use -,st1 Count 2 3 7 8 Use +  -,UpdateComboBox,-,?,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 1 3 5 7 9 -,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2251.0,00:47:11,32.0
9333,ID19335,horse5lion5,Savanna,Savanna,horse,lion,,5,L-10f11766:120ecd4f63a:-8000,,,00:47:11,00:00:08,trampoline,button1_2 ButtonPressed,7.0,CORRECT,button1_2,1.0,st1 Count 1 3 5 7 9 Use -  2,st1 Count 2 3 7 8 Use +  -,ButtonPressed,Dormin Button,Dormin Button,,,,,"1 ""3"" ""5"" ""7"" ""9""","1 ""4"" ""5"" ""6"" ""9""",,,,,,,,,,,,,,,,,,,,,,st1 Count 1 3 5 7 9 - 2,st1 Count 2 3 7 8 -,"1 3 5 7 9,1 4 5 6 9",2283.0,,10.0
